id,question,label,subtopic,language,source,group_id,review_status
prob_0157,"Explain, using Bayes' theorem and a concrete numerical example, why a very accurate test for a rare condition can still have a low probability of a correct diagnosis after a positive result.",PROBABILITY,bayes_theorem,en,synthetic,pby_base_rate_explanation_01,pending
prob_0158,"Prevalence is 2%, sensitivity 90%, and the false-positive rate 5%. Two independent tests are both positive. Find P(disease).",PROBABILITY,bayes_theorem,en,synthetic,pby_two_positive_tests_01,pending
prob_0159,"An urn holds 3 balls, each independently red or blue with probability 1/2. A random ball drawn from it is red. Find P(all three balls are red).",PROBABILITY,bayes_theorem,en,synthetic,pby_unknown_urn_composition_01,pending
prob_0160,"Prove that if P(A | B) > P(A), then P(B | A) > P(B), assuming all the probabilities involved are positive.",PROBABILITY,bayes_theorem,en,synthetic,pby_positive_association_symmetry_01,pending
prob_0161,"A bit is sent with P(1) = 0.6 and flipped with probability 0.1. Given that a 1 is received, find P(a 1 was sent).",PROBABILITY,bayes_theorem,en,synthetic,pby_noisy_channel_01,pending
prob_0162,"Show that posterior odds equal prior odds times the likelihood ratio: P(A | E)/P(A^c | E) = [P(A)/P(A^c)] · [P(E | A)/P(E | A^c)], whenever the probabilities involved are positive.",PROBABILITY,bayes_theorem,en,synthetic,pby_posterior_odds_proof_01,pending
prob_0163,"A jar contains 7 red and 3 green candies. Two candies are drawn with replacement. What is the probability that both are red?",PROBABILITY,sampling,en,synthetic,psa_with_replacement_two_red_01,pending
prob_0164,"A committee of 4 people is chosen at random from a group of 10 boys and 12 girls. What is the probability that the committee contains at least one boy and at least one girl?",PROBABILITY,sampling,en,synthetic,psa_committee_both_genders_01,pending
prob_0165,"A 13-card hand is dealt from a standard 52-card deck. What is the probability that the hand contains no aces?",PROBABILITY,sampling,en,synthetic,psa_bridge_hand_no_aces_01,pending
prob_0166,"A box contains 20 light bulbs, of which 4 are defective. Three bulbs are chosen at random without replacement. What is the probability that at most one of the chosen bulbs is defective?",PROBABILITY,sampling,en,synthetic,psa_bulbs_at_most_one_defective_01,pending
prob_0167,"A fair die is rolled 5 times. What is the probability that all five results are different?",PROBABILITY,sampling,en,synthetic,psa_five_rolls_distinct_01,pending
prob_0168,"Five letters are placed at random into five addressed envelopes, one letter per envelope. What is the probability that no letter is placed in its correct envelope?",PROBABILITY,sampling,en,synthetic,psa_letters_envelopes_none_correct_01,pending
prob_0169,"A 4-digit PIN is chosen uniformly at random from 0000 to 9999. What is the probability that its four digits are all different?",PROBABILITY,sampling,en,synthetic,psa_pin_no_repeated_digit_01,pending
prob_0170,"What is the probability that a five-card poker hand contains exactly one pair, with no better hand?",PROBABILITY,sampling,en,synthetic,psa_poker_one_pair_01,pending
prob_0171,"What is the probability that a five-card hand dealt from a standard 52-card deck is a full house, that is, three cards of one rank and two cards of another rank?",PROBABILITY,sampling,en,synthetic,psa_poker_full_house_01,pending
prob_0172,"A lot of 50 items has 8 defective ones. Give P(exactly 2 defective) in a sample of 5, both without and with replacement.",PROBABILITY,sampling,en,synthetic,psa_hypergeometric_versus_binomial_01,pending
prob_0173,"An urn contains 5 red and 5 blue balls. Balls are drawn one at a time without replacement until a red ball appears. What is the probability that exactly 3 draws are needed?",PROBABILITY,sampling,en,synthetic,psa_draws_until_first_red_01,pending
prob_0174,"Three tickets are drawn at random without replacement from ten tickets numbered 1 through 10. What is the probability that the largest number drawn is 7?",PROBABILITY,sampling,en,synthetic,psa_maximum_is_seven_01,pending
prob_0175,"Two different numbers are chosen at random from {1, 2, ..., 10}. What is the probability that their sum is 11?",PROBABILITY,sampling,en,synthetic,psa_two_numbers_sum_eleven_01,pending
prob_0176,"Six people are seated at random in a row of six chairs. What is the probability that two particular people sit next to each other?",PROBABILITY,sampling,en,synthetic,psa_two_people_adjacent_01,pending
prob_0177,"A committee of 5 people is chosen at random from 6 married couples. What is the probability that no married couple is on the committee?",PROBABILITY,sampling,en,synthetic,psa_committee_no_couple_01,pending
prob_0178,"A 3-letter word is formed by choosing each letter independently and uniformly from {A, B, C}. What is the probability that the word is a palindrome?",PROBABILITY,sampling,en,synthetic,psa_palindrome_three_letters_01,pending
prob_0179,"A fair coin is tossed 10 times, independently. What is the probability of getting exactly 5 heads?",PROBABILITY,sampling,en,synthetic,psa_coin_exactly_five_heads_01,pending
prob_0180,"Five distinct numbers are drawn at random from {1, 2, ..., 30} in a lottery. What is the probability that all five are even?",PROBABILITY,sampling,en,synthetic,psa_lottery_all_even_01,pending
prob_0181,"Two people are chosen at random from a group of 100 people consisting of 60 women and 40 men. What is the probability that they are of different sexes?",PROBABILITY,sampling,en,synthetic,psa_two_different_sexes_01,pending
prob_0182,"A jar holds 4 red, 3 white, and 2 blue marbles. Three marbles are drawn with replacement. What is the probability of getting one marble of each color?",PROBABILITY,sampling,en,synthetic,psa_with_replacement_one_of_each_01,pending
prob_0183,"A cereal box contains one of 4 equally likely prizes, independently from box to box. If you buy 6 boxes, what is the probability that you collect all 4 prizes?",PROBABILITY,sampling,en,synthetic,psa_coupon_collector_six_boxes_01,pending
prob_0184,"A fair die is rolled three times. What is the probability that the three results are in strictly increasing order?",PROBABILITY,sampling,en,synthetic,psa_strictly_increasing_rolls_01,pending
prob_0185,"Ten balls are placed independently and uniformly at random into three boxes. What is the probability that the first box is empty?",PROBABILITY,sampling,en,synthetic,psa_balls_into_boxes_first_empty_01,pending
prob_0186,"A standard 52-card deck is shuffled thoroughly. What is the probability that the top card is an ace and the bottom card is a king?",PROBABILITY,sampling,en,synthetic,psa_top_ace_bottom_king_01,pending
prob_0187,"Three distinct digits are chosen at random from {1, 2, ..., 9}. What is the probability that their product is even?",PROBABILITY,sampling,en,synthetic,psa_three_digits_product_even_01,pending
prob_0188,"A quality inspector picks 3 cans at random from a case of 24 cans in which 2 are dented. What is the probability that at least one dented can is picked?",PROBABILITY,sampling,en,synthetic,psa_cans_at_least_one_dented_01,pending
prob_0189,"The digits 1 through 6 are arranged in a uniformly random order to form a six-digit number. What is the probability that the number is divisible by 4?",PROBABILITY,sampling,en,synthetic,psa_permutation_divisible_by_four_01,pending
prob_0190,"Two cards are drawn at random from a standard 52-card deck without replacement. What is the probability that they have the same rank?",PROBABILITY,sampling,en,synthetic,psa_two_cards_same_rank_01,pending
prob_0191,"A jar contains 3 red and 2 blue marbles. Marbles are drawn one at a time without replacement until the jar is empty. What is the probability that the last marble drawn is blue?",PROBABILITY,sampling,en,synthetic,psa_last_marble_symmetry_01,pending
prob_0192,"A random variable X has P(X = -1) = 0.3, P(X = 0) = 0.2, and P(X = 2) = 0.5. Write down its cumulative distribution function F(x) and find P(X ≤ 1).",PROBABILITY,random_variables,en,synthetic,prv_cdf_from_pmf_01,pending
prob_0193,"A fair coin is tossed 3 times, independently. Let X be the number of heads. Find the probability mass function of X.",PROBABILITY,random_variables,en,synthetic,prv_three_coins_pmf_01,pending
prob_0194,"Two fair dice are rolled independently, and S is the sum of the two numbers shown. Find P(S = k) for every k from 2 to 12.",PROBABILITY,random_variables,en,synthetic,prv_sum_two_dice_pmf_01,pending
prob_0195,"A fair coin is tossed repeatedly until the first head appears, and N is the number of tosses. Find the probability mass function of N and compute P(N > 4).",PROBABILITY,random_variables,en,synthetic,prv_geometric_pmf_tail_01,pending
prob_0196,"The random variable X has density f(x) = c(1 - x^2) for -1 ≤ x ≤ 1 and f(x) = 0 otherwise. Find c and P(X > 1/2).",PROBABILITY,random_variables,en,synthetic,prv_density_normalize_quadratic_01,pending
prob_0197,"The random variable X has cumulative distribution function F(x) = 1 - e^(-2x) for x ≥ 0 and F(x) = 0 for x < 0. Find its density and P(1 < X < 2).",PROBABILITY,random_variables,en,synthetic,prv_cdf_exponential_interval_01,pending
prob_0198,"Let X be uniformly distributed on [0, 1]. Find the cumulative distribution function and the density of Y = X^2.",PROBABILITY,random_variables,en,synthetic,prv_transform_square_uniform_01,pending
prob_0199,"Let X be uniformly distributed on (0, 1). Find the density of Y = -ln(X).",PROBABILITY,random_variables,en,synthetic,prv_transform_negative_log_01,pending
prob_0200,"A random variable X has density f(x) = e^(-|x|)/2 for all real x. Find P(X > 1) and P(|X| < 1).",PROBABILITY,random_variables,en,synthetic,prv_laplace_density_probabilities_01,pending
prob_0201,"A random variable X takes values 0, 1, 2, ... with P(X = k) = c (1/3)^k. Find c and P(X ≥ 2).",PROBABILITY,random_variables,en,synthetic,prv_geometric_series_normalizing_01,pending
prob_0202,"Two balls are drawn without replacement from an urn containing 3 red and 2 blue balls, and X is the number of red balls drawn. Find the probability mass function of X.",PROBABILITY,random_variables,en,synthetic,prv_urn_number_red_pmf_01,pending
prob_0203,"Let X and Y be independent random variables, each equal to 0 or 1 with probability 1/2. Find the probability mass functions of X + Y and of max(X, Y).",PROBABILITY,random_variables,en,synthetic,prv_sum_and_max_bernoulli_01,pending
prob_0204,"Let X be uniformly distributed on {-2, -1, 0, 1, 2}, and let Y = |X|. Find the probability mass function of Y, and decide whether X and Y are independent.",PROBABILITY,random_variables,en,synthetic,prv_absolute_value_dependence_01,pending
prob_0205,"A point is chosen uniformly at random from the unit disk x^2 + y^2 ≤ 1, and R is its distance from the origin. Find the cumulative distribution function and the density of R.",PROBABILITY,random_variables,en,synthetic,prv_radius_uniform_disk_01,pending
prob_0206,"Let X be a continuous random variable whose cumulative distribution function F is strictly increasing. Show that F(X) is uniformly distributed on [0, 1].",PROBABILITY,random_variables,en,synthetic,prv_probability_integral_transform_01,pending
prob_0207,"Prove that P(a < X ≤ b) = F(b) - F(a) for any random variable X with cumulative distribution function F and any a < b.",PROBABILITY,random_variables,en,synthetic,prv_interval_probability_cdf_01,pending
prob_0208,"A random variable X takes the values 1, 2, 3 with P(X = 1) = 2P(X = 3) and P(X = 2) = P(X = 1) + P(X = 3). Find the probability mass function of X.",PROBABILITY,random_variables,en,synthetic,prv_pmf_from_relations_01,pending
prob_0209,"A random variable T ≥ 0 has survival function P(T > t) = e^(-t^2). Find the density of T and its hazard rate f(t)/P(T > t).",PROBABILITY,random_variables,en,synthetic,prv_survival_hazard_rate_01,pending
prob_0210,"Let X be uniformly distributed on {1, 2, 3, 4, 5, 6}, and let Y = max(X, 4). Find the probability mass function of Y.",PROBABILITY,random_variables,en,synthetic,prv_max_transformation_pmf_01,pending
prob_0211,"A contestant answers up to 4 questions, each correct independently with probability 0.7, and stops at the first error. Let X be the number correct. Find the pmf of X.",PROBABILITY,random_variables,en,synthetic,prv_quiz_show_capped_01,pending
prob_0212,"A random variable X takes values in {1, 2, 3, ...} with P(X ≥ k) = 1/k for every k ≥ 1. Find the probability mass function of X.",PROBABILITY,random_variables,en,synthetic,prv_pmf_from_tail_01,pending
prob_0213,"A random variable X has cumulative distribution function F(x) = 0 for x < 0, F(x) = x/4 for 0 ≤ x < 2, and F(x) = 1 for x ≥ 2. Is X discrete, continuous, or neither? Find P(X = 2) and P(0.5 < X ≤ 1).",PROBABILITY,random_variables,en,synthetic,prv_mixed_distribution_cdf_01,pending
prob_0214,"Let X be uniformly distributed on {1, 2, ..., 10}, and let Y be the remainder when X is divided by 3. Find the probability mass function of Y.",PROBABILITY,random_variables,en,synthetic,prv_remainder_transformation_01,pending
prob_0215,"A random variable X has density f(x) = (3/8)x^2 for 0 ≤ x ≤ 2. Find P(X > 1) and the density of Y = 2X.",PROBABILITY,random_variables,en,synthetic,prv_linear_transform_density_01,pending
prob_0216,"A random variable X takes the values 1, 2, 3, ... with P(X = n) = 1/2^n. Check that this is a valid probability mass function and find P(X is even).",PROBABILITY,random_variables,en,synthetic,prv_geometric_even_values_01,pending
prob_0217,"A random variable X has density f(x) = x/2 for 0 < x < 2. Find P(X < 1.5 | X > 0.5).",PROBABILITY,random_variables,en,synthetic,prv_conditional_density_interval_01,pending
prob_0218,"Explain why f(x) = x for 0 ≤ x ≤ 2 (and 0 elsewhere) is not a valid probability density function, and find the constant c for which f(x) = cx is a valid density on [0, 2].",PROBABILITY,random_variables,en,synthetic,prv_invalid_density_fix_01,pending
prob_0219,"A random variable X has probability mass function p(k) = C(4, k)/16 for k = 0, 1, 2, 3, 4, where C(4, k) is the binomial coefficient. Which named distribution does X have, and with which parameters?",PROBABILITY,random_variables,en,synthetic,prv_identify_binomial_from_pmf_01,pending
prob_0220,"Let X ~ Binomial(8, 0.25). Find P(X = 2) and P(X ≥ 7).",PROBABILITY,distributions,en,synthetic,pdi_binomial_basic_01,pending
prob_0221,"A fair coin is tossed 20 times, independently. Write the probability of getting between 8 and 12 heads, inclusive, as a sum of binomial terms.",PROBABILITY,distributions,en,synthetic,pdi_binomial_range_sum_01,pending
prob_0222,"Fabric defects are Poisson with mean 0.5 per square meter. Find P(at most 1 defect in 4 square meters).",PROBABILITY,distributions,en,synthetic,pdi_poisson_fabric_defects_01,pending
prob_0223,"Let X ~ Poisson(3). Compute P(X = 0), P(X = 1), and P(X ≥ 2).",PROBABILITY,distributions,en,synthetic,pdi_poisson_basic_01,pending
prob_0224,"Weekly accidents at an intersection are Poisson with mean 1.5. Find P(exactly 2 in one week) and P(at least 1 in two weeks).",PROBABILITY,distributions,en,synthetic,pdi_poisson_accidents_weeks_01,pending
prob_0225,"The lifetime of a machine is exponentially distributed with mean 50 hours. What is the probability that it lasts more than 60 hours, and what is its median lifetime?",PROBABILITY,distributions,en,synthetic,pdi_exponential_survival_median_01,pending
prob_0226,"Let Z ~ N(0, 1). Express P(Z < 1.5) and P(|Z| > 2) in terms of the standard normal cumulative distribution function Φ.",PROBABILITY,distributions,en,synthetic,pdi_standard_normal_tails_01,pending
prob_0227,"Scores are N(70, 10^2). Find the score exceeded by the top 5%, given P(Z ≤ 1.645) = 0.95.",PROBABILITY,distributions,en,synthetic,pdi_normal_percentile_01,pending
prob_0228,"A normal random variable X has P(X < 10) = 0.5 and P(X < 14) = 0.8413. Given that Φ(1) = 0.8413, find the mean and standard deviation of X.",PROBABILITY,distributions,en,synthetic,pdi_normal_solve_parameters_01,pending
prob_0229,"Let X be uniformly distributed on [0, 10]. Find P(2 < X < 5) and the 90th percentile of X.",PROBABILITY,distributions,en,synthetic,pdi_uniform_percentile_01,pending
prob_0230,"Battery lifetimes are N(500, 50^2) hours. Among 5 independent batteries, find P(exactly 2 last more than 550 hours), in terms of Φ.",PROBABILITY,distributions,en,synthetic,pdi_normal_then_binomial_01,pending
prob_0231,"Let X be geometric with success probability 0.2, counting the number of trials up to and including the first success. Find P(X = 4) and P(X > 4).",PROBABILITY,distributions,en,synthetic,pdi_geometric_basic_01,pending
prob_0232,"A call center receives calls at an average rate of 4 per minute, according to a Poisson distribution. What is the probability of at least 3 calls in a given minute?",PROBABILITY,distributions,en,synthetic,pdi_poisson_at_least_three_01,pending
prob_0233,"A binomial random variable X ~ Binomial(n, p) has E[X] = 6 and Var(X) = 4.2. Find n and p.",PROBABILITY,distributions,en,synthetic,pdi_binomial_from_moments_01,pending
prob_0234,"Let X be exponentially distributed with rate λ. Prove the memoryless property: P(X > s + t | X > s) = P(X > t) for all s, t ≥ 0.",PROBABILITY,distributions,en,synthetic,pdi_exponential_memoryless_proof_01,pending
prob_0235,"Let X ~ Poisson(λ) and Y ~ Poisson(μ) be independent. Show that X + Y ~ Poisson(λ + μ).",PROBABILITY,distributions,en,synthetic,pdi_poisson_sum_proof_01,pending
prob_0236,"Let X ~ N(0, 1). Find the probability density function of Y = X^2.",PROBABILITY,distributions,en,synthetic,pdi_chi_square_derivation_01,pending
prob_0237,"A random variable X has moment generating function M(t) = (0.3 + 0.7e^t)^5. Identify the distribution of X and find P(X = 2).",PROBABILITY,distributions,en,synthetic,pdi_mgf_identify_binomial_01,pending
prob_0238,"A lot of 20 items contains 6 defective ones. A sample of 5 items is drawn at random without replacement, and X is the number of defective items in the sample. Find P(X = 2).",PROBABILITY,distributions,en,synthetic,pdi_hypergeometric_defective_01,pending
prob_0239,"Let T_1 and T_2 be independent exponential random variables, each with rate 1. Find P(T_1 + T_2 > 3).",PROBABILITY,distributions,en,synthetic,pdi_gamma_sum_of_exponentials_01,pending
prob_0240,"A random variable X has density f(x) = 6x(1 - x) for 0 ≤ x ≤ 1. Find P(X < 1/2) and the most likely value of X.",PROBABILITY,distributions,en,synthetic,pdi_beta_symmetric_01,pending
prob_0241,"Suppose ln(X) ~ N(0, 1). Express P(X > e^2) in terms of Φ.",PROBABILITY,distributions,en,synthetic,pdi_lognormal_tail_01,pending
prob_0242,"Let Z ~ N(0, 1). Find E[Z^2] and E[Z^4].",PROBABILITY,distributions,en,synthetic,pdi_normal_moments_01,pending
prob_0243,"A Poisson random variable X satisfies P(X = 0) = e^(-2). Find P(X = 3).",PROBABILITY,distributions,en,synthetic,pdi_poisson_from_zero_probability_01,pending
prob_0244,"Let X be uniformly distributed on [-1, 3]. Find E[X], Var(X), and P(X^2 < 1).",PROBABILITY,distributions,en,synthetic,pdi_uniform_symmetric_interval_01,pending
prob_0245,"Let X ~ Binomial(5, 0.4) and Y ~ Binomial(3, 0.4) be independent. Identify the distribution of X + Y and find P(X + Y = 4).",PROBABILITY,distributions,en,synthetic,pdi_binomial_sum_independent_01,pending
prob_0246,"Find the most likely value or values of a Poisson random variable with mean 4.5.",PROBABILITY,distributions,en,synthetic,pdi_poisson_mode_01,pending
prob_0247,"Let U be uniformly distributed on (0, 1). Explain how to use U to generate an exponential random variable with rate λ.",PROBABILITY,distributions,en,synthetic,pdi_inverse_transform_exponential_01,pending
prob_0248,"Bottle volumes are N(500, 4^2) ml. Express the fraction of bottles below 492 ml in terms of Φ.",PROBABILITY,distributions,en,synthetic,pdi_normal_fill_volume_01,pending
prob_0249,"A random variable X is uniformly distributed on {1, 2, ..., n}, and P(X ≤ 3) = 0.15. Find n.",PROBABILITY,distributions,en,synthetic,pdi_discrete_uniform_solve_n_01,pending
prob_0250,"The number of typos on a page is Poisson with mean 2, independently from page to page. What is the probability that a 3-page document contains exactly 5 typos?",PROBABILITY,distributions,en,synthetic,pdi_poisson_pages_sum_01,pending
prob_0251,"Let X ~ N(3, 4) and Y = 2X - 1. Identify the distribution of Y and express P(Y > 7) in terms of Φ.",PROBABILITY,distributions,en,synthetic,pdi_normal_linear_transform_01,pending
prob_0252,"Let X ~ N(1, 4) and Y ~ N(2, 5) be independent. Express P(X + Y > 6) in terms of Φ.",PROBABILITY,distributions,en,synthetic,pdi_normal_sum_independent_01,pending
prob_0253,"Passenger weights are independent with mean 70 kg and standard deviation 12 kg. Use the CLT to approximate P(total weight of 36 passengers > 2600 kg).",PROBABILITY,distributions,en,synthetic,pdi_clt_total_weight_01,pending
prob_0254,"An exponential random variable X with rate λ satisfies P(X > 2) = 0.25. Find λ.",PROBABILITY,distributions,en,synthetic,pdi_exponential_find_rate_01,pending
prob_0255,"A random variable X has density f(x) = c x^2 e^(-x) for x > 0 and f(x) = 0 otherwise. Find the constant c.",PROBABILITY,distributions,en,synthetic,pdi_gamma_normalizing_constant_01,pending
prob_0256,"If E[X] = 3 and Var(X) = 2, find E[X^2] and E[(X - 1)^2].",PROBABILITY,expectation,en,synthetic,pex_moments_from_mean_variance_01,pending
prob_0257,"A fair die is rolled and you win, in dollars, the square of the number shown. What are your expected winnings?",PROBABILITY,expectation,en,synthetic,pex_die_square_winnings_01,pending
prob_0258,"Derive the formula E[X] = 1/p for a geometric random variable X with success probability p, counting trials up to and including the first success.",PROBABILITY,expectation,en,synthetic,pex_geometric_mean_derivation_01,pending
prob_0259,"The lifetime T of a component is exponentially distributed with rate 0.2 per year. Find E[T] and E[T^2].",PROBABILITY,expectation,en,synthetic,pex_exponential_moments_01,pending
prob_0260,"A random variable X has density f(x) = 2(1 - x) for 0 ≤ x ≤ 1. Compute E[X] and E[X^2].",PROBABILITY,expectation,en,synthetic,pex_density_linear_decreasing_moments_01,pending
prob_0261,"Prove that E[aX + b] = aE[X] + b for any random variable X with finite mean and any constants a and b.",PROBABILITY,expectation,en,synthetic,pex_linearity_proof_01,pending
prob_0262,"A lottery ticket costs 2 dollars. It pays 1000 dollars with probability 0.001, pays 10 dollars with probability 0.05, and pays nothing otherwise. What is the expected net gain per ticket?",PROBABILITY,expectation,en,synthetic,pex_lottery_ticket_net_01,pending
prob_0263,"In roulette, a 1-dollar bet on red wins 1 dollar with probability 18/38 and loses the bet otherwise. What is the expected net gain per play?",PROBABILITY,expectation,en,synthetic,pex_roulette_red_01,pending
prob_0264,"Two fair dice are rolled independently. Find the expected value of the sum and the expected value of the product of the two numbers.",PROBABILITY,expectation,en,synthetic,pex_two_dice_sum_product_01,pending
prob_0265,"A fair coin is tossed 10 times. What is the expected number of positions i, with 1 ≤ i ≤ 9, at which toss i and toss i + 1 are both heads?",PROBABILITY,expectation,en,synthetic,pex_indicator_consecutive_heads_01,pending
prob_0266,"A fair die is rolled 6 times. What is the expected number of distinct values that appear?",PROBABILITY,expectation,en,synthetic,pex_distinct_outcomes_dice_01,pending
prob_0267,"A fair six-sided die is rolled repeatedly. What is the expected number of rolls needed until every one of the six faces has appeared at least once?",PROBABILITY,expectation,en,synthetic,pex_expected_rolls_all_faces_01,pending
prob_0268,"You may keep a fair die roll or reroll once and keep the new result. Which rerolling rule maximizes the expected final score, and what is that expected score?",PROBABILITY,expectation,en,synthetic,pex_optimal_two_rolls_01,pending
prob_0269,"Prove that for a random variable X taking values in {0, 1, 2, ...}, E[X] = Σ_{k=1}^∞ P(X ≥ k).",PROBABILITY,expectation,en,synthetic,pex_tail_sum_formula_01,pending
prob_0270,"Let X be uniformly distributed on [0, 1]. Compute E[e^X] and E[1/(1 + X)].",PROBABILITY,expectation,en,synthetic,pex_uniform_functions_01,pending
prob_0271,"A random variable X takes the values 1, 2, 3, ... with P(X = k) = 1/2^k. Find E[X].",PROBABILITY,expectation,en,synthetic,pex_geometric_half_01,pending
prob_0272,"The number of customers arriving per hour is Poisson with mean 5, and each customer spends on average 20 dollars, independently of everything else. What is the expected revenue per hour?",PROBABILITY,expectation,en,synthetic,pex_poisson_revenue_01,pending
prob_0273,"A bag contains 5 red and 7 blue balls. Four balls are drawn without replacement. What is the expected number of red balls drawn?",PROBABILITY,expectation,en,synthetic,pex_hypergeometric_bag_01,pending
prob_0274,"A nonnegative random variable X has E[X] = 2. Use Markov's inequality to bound P(X ≥ 10).",PROBABILITY,expectation,en,synthetic,pex_markov_bound_01,pending
prob_0275,"A stick of length 1 is broken at a uniformly random point. What is the expected length of the longer piece?",PROBABILITY,expectation,en,synthetic,pex_broken_stick_longer_piece_01,pending
prob_0276,"Two points are chosen independently and uniformly at random on the interval [0, 1]. What is the expected distance between them?",PROBABILITY,expectation,en,synthetic,pex_expected_distance_uniform_01,pending
prob_0277,"A fair coin is tossed repeatedly until the pattern HH first appears. What is the expected number of tosses?",PROBABILITY,expectation,en,synthetic,pex_wait_for_hh_01,pending
prob_0278,"Let X ~ Poisson(λ). Compute E[X(X - 1)] and use it to find E[X^2].",PROBABILITY,expectation,en,synthetic,pex_poisson_factorial_moment_01,pending
prob_0279,"A claim amount X is uniformly distributed on [0, 1000] dollars, and an insurance policy pays max(X - 200, 0). What is the expected payout?",PROBABILITY,expectation,en,synthetic,pex_insurance_deductible_01,pending
prob_0280,"A fair coin is tossed until the first head appears. If the first head occurs on toss n, you receive 2^n dollars. Show that the expected payoff is infinite.",PROBABILITY,expectation,en,synthetic,pex_st_petersburg_01,pending
prob_0281,"Let X and Y be independent random variables, each uniformly distributed on [0, 1]. Compute E[max(X, Y)].",PROBABILITY,expectation,en,synthetic,pex_max_two_uniforms_01,pending
prob_0282,"Prove that E[X^2] ≥ (E[X])^2 for any random variable X with finite second moment.",PROBABILITY,expectation,en,synthetic,pex_second_moment_inequality_01,pending
prob_0283,"A student guesses on each of 12 multiple-choice questions with 5 options each. A correct answer scores +4 points and a wrong answer scores -1 point. What is the expected total score?",PROBABILITY,expectation,en,synthetic,pex_negative_marking_guess_01,pending
prob_0284,"A coin lands heads with probability p on each toss, independently. What is the expected number of tails before the first head?",PROBABILITY,expectation,en,synthetic,pex_tails_before_first_head_01,pending
prob_0285,"In a class of 30 students, assume each birthday is equally likely to be any of 365 days, independently. What is the expected number of pairs of students who share a birthday?",PROBABILITY,expectation,en,synthetic,pex_birthday_pairs_01,pending
prob_0286,"A random walk starts at 0 and at each of 100 steps moves +1 or -1 with probability 1/2 each, independently. Find the expected final position and the expected value of its square.",PROBABILITY,expectation,en,synthetic,pex_random_walk_moments_01,pending
prob_0287,"Let X take the values 1, 2, 3 with probabilities 0.2, 0.5, 0.3. Find Var(X).",PROBABILITY,variance,en,synthetic,pva_discrete_three_values_01,pending
prob_0288,"Compute Var(X) for X ~ Binomial(20, 0.3).",PROBABILITY,variance,en,synthetic,pva_binomial_basic_01,pending
prob_0289,"Let X be exponentially distributed with rate 2. Find Var(X).",PROBABILITY,variance,en,synthetic,pva_exponential_rate_two_01,pending
prob_0290,"Prove that Var(X) = E[X^2] - (E[X])^2 for any random variable X with finite second moment.",PROBABILITY,variance,en,synthetic,pva_computational_formula_proof_01,pending
prob_0291,"Prove that Var(aX + b) = a^2 Var(X) for constants a and b.",PROBABILITY,variance,en,synthetic,pva_affine_transformation_proof_01,pending
prob_0292,"Let X_1, ..., X_n be independent random variables, each with variance σ^2. Find the variance of their sample mean.",PROBABILITY,variance,en,synthetic,pva_sample_mean_variance_01,pending
prob_0293,"A fair six-sided die is rolled once. Find the variance of the number shown.",PROBABILITY,variance,en,synthetic,pva_fair_die_01,pending
prob_0294,"A random variable X has density f(x) = 4x^3 for 0 ≤ x ≤ 1. Find Var(X).",PROBABILITY,variance,en,synthetic,pva_density_quartic_01,pending
prob_0295,"Suppose Var(X) = 4, Var(Y) = 9, and Cov(X, Y) = 3. Find Var(X + Y), Var(X - Y), and the correlation coefficient of X and Y.",PROBABILITY,variance,en,synthetic,pva_sum_difference_correlation_01,pending
prob_0296,"Two independent measurements of a length have standard deviations 0.3 mm and 0.4 mm. What is the standard deviation of the sum of the two measurements?",PROBABILITY,variance,en,synthetic,pva_measurement_error_sum_01,pending
prob_0297,"Show that Var(X) = 0 if and only if P(X = c) = 1 for some constant c.",PROBABILITY,variance,en,synthetic,pva_zero_variance_constant_01,pending
prob_0298,"Prove that Cov(X, Y) = E[XY] - E[X]E[Y].",PROBABILITY,variance,en,synthetic,pva_covariance_formula_proof_01,pending
prob_0299,"Give an example of two random variables that are uncorrelated but not independent.",PROBABILITY,variance,en,synthetic,pva_uncorrelated_dependent_example_01,pending
prob_0300,"Show that Var(X + Y) + Var(X - Y) = 2Var(X) + 2Var(Y) for any random variables X and Y with finite variances.",PROBABILITY,variance,en,synthetic,pva_parallelogram_law_01,pending
prob_0301,"Find Var(X) for X ~ Binomial(n, p), and determine the value of p that maximizes it.",PROBABILITY,variance,en,synthetic,pva_binomial_maximize_p_01,pending
prob_0302,"Use Chebyshev's inequality to show that at least 75% of the probability of any random variable with finite variance lies within two standard deviations of its mean.",PROBABILITY,variance,en,synthetic,pva_chebyshev_two_sd_01,pending
prob_0303,"Let X_1, ..., X_n be independent random variables with common mean μ and variance σ^2, and let X̄ be their average. Use Chebyshev's inequality to show that P(|X̄ - μ| ≥ ε) ≤ σ^2/(n ε^2) for every ε > 0.",PROBABILITY,variance,en,synthetic,pva_weak_law_chebyshev_01,pending
prob_0304,"Let X be uniformly distributed on [0, 1]. Find Var(X^2).",PROBABILITY,variance,en,synthetic,pva_uniform_square_01,pending
prob_0305,"Let X_1, ..., X_n be independent random variables, each equal to +1 or -1 with probability 1/2. Find the variance of S = X_1 + ... + X_n.",PROBABILITY,variance,en,synthetic,pva_random_walk_sum_01,pending
prob_0306,"Find Var(X) for a geometric random variable X with success probability p, counting trials up to and including the first success.",PROBABILITY,variance,en,synthetic,pva_geometric_01,pending
